model_id,route,fraction,group_id,production,consumption,predation,mortality,egestion,respiration,harvest,accumulation,migration,group_name,external_loss,designated_discard,retained,fishery_catch,explicit_discard_return,ee,production_residual,consumption_residual,discard_return_external,engine_name_original
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,21,0.007599999868869778,0.05066666082541138,0.003507259780751327,3.451325833853003e-05,0.010133332165082276,0.032933328791459326,0.004058227155,-3.2522007916563345e-10,0.0,Flatfish,0.0,0.0,0.004058227155,0.004058227155,0.0,0.9954587817192078,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,20,0.05311999679088597,0.3541332987467456,8.506321866696779e-05,0.006700170035899526,0.07082665974934912,0.2301866422065105,0.04633476287999999,6.563194868358874e-10,0.0,Large hake,0.0,0.0,0.04633476287999999,0.04633476287999999,0.0,0.8738672733306885,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,19,0.5154052629897592,3.4360350865983946,0.023864498322951885,0.44286476478316994,0.6872070173196789,2.2334228062889565,0.048676,-1.1636262786662854e-10,0.0,Medium hake,0.0,0.0,0.048676,0.048676,0.0,0.14074458181858063,-1.1102230246251565e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,18,2.253979769487387,15.026531158256603,0.4600333597701028,0.628031663830784,5.2592859053898104,7.5132654833794055,1.1659147664,-2.0513500065266754e-08,0.0,Small hake,0.0,0.0,1.1659147664,1.1659147664,0.0,0.7213676571846008,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,17,0.7331249862909317,7.331249862909317,0.05764950897335979,0.3416564469598926,1.4662499725818634,5.131874904036522,0.3338190135,1.6857679314974394e-08,0.0,Other large pelagic fish,0.0,0.0,0.3338190135,0.3338190135,0.0,0.533972442150116,-1.1102230246251565e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,16,6.536500231981279,76.90000057220459,0.27133635760321995,5.522509613684951,19.225000143051147,51.138500197172164,0.7426541746,8.609310764295941e-08,0.0,Chub mackerel,0.0,0.0,0.7426541746,0.7426541746,0.0,0.15512745082378387,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,15,8.758800091695775,72.98999786376953,0.3163241195481497,6.695953029518151,25.546499252319336,38.68469851975442,1.7465229457,-3.070525222970133e-09,0.0,Horse mackerel,0.0,0.0,1.7465229457,1.7465229457,0.0,0.23551708459854126,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,14,10.99500560760498,109.9500560760498,8.205711542369297,1.0995008229018595,38.48251962661743,60.47253084182739,1.689793515,-2.7266617586008124e-07,0.0,Other small pelagic fish,0.0,0.0,1.689793515,1.689793515,0.0,0.8999999761581421,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,13,7.767169474376374,18.063184022903442,7.343339587524782,0.38835856631069415,3.6126368045806885,6.68337774394638,0.0354708445375,4.760033975870215e-07,0.0,Other cephalopods,0.0,0.0,0.0354708445375,0.0354708445375,0.0,0.949999988079071,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,12,3.4169850285792336,9.762814889846538,2.6280510021410897,0.6834706928629479,1.9525629779693077,4.393266883297997,0.10546329965,3.392519598577337e-08,0.0,Jumbo squid,0.0,0.0,0.10546329965,0.10546329965,0.0,0.7999784350395203,4.440892098500626e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,11,20.479899629867077,204.79899978637695,5.404542088589902,15.075357025243939,71.67964992523193,112.63945023127795,0.0,5.160332365861109e-07,0.0,Mesopelagic fish,0.0,0.0,0.0,0.0,0.0,0.2638949751853943,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,10,116.63300323486328,874.7475242614746,71.86812612976658,21.594902660465323,306.1616334915161,451.9528875350952,23.1699877955,-1.335086861331547e-05,0.0,Anchovy,0.0,0.0,23.1699877955,23.1699877955,0.0,0.8148474097251892,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,9,15.033199626493456,128.85599899291992,8.75628662035292,0.45094358787714506,45.09959964752197,68.7231997189045,5.82596898325,4.3501339064278e-07,0.0,Sardine,0.0,0.0,5.82596898325,5.82596898325,0.0,0.9700034856796265,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,8,27.800400884962073,231.67002026271803,21.970513598028724,5.829884589930347,46.334004052543605,157.53561532521235,0.0,2.6970030013728774e-06,0.0,Macrobenthos,0.0,0.0,0.0,0.0,0.0,0.7902949452400208,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,7,126.96428775787354,474.00000762939453,0.00776742750683951,126.95652033048357,165.90000267028807,181.13571720123292,0.0,-1.1687490038270187e-10,0.0,Chrysaora plocamia,0.0,0.0,0.0,0.0,0.0,6.117804878158495e-05,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,6,0.005295906167874342,0.026479529758342224,22.349293378715736,0.0002647953715258383,0.009267835415419777,0.011915788175048105,0.0,-22.344262267919387,0.0,Gelatinous zooplankton,0.0,0.0,0.0,0.0,0.0,0.949999988079071,8.881784197001252e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,5,714.2693893731921,1742.1203678705497,645.468547962991,35.71356313096071,348.42407357410997,679.4269049232475,0.0,33.08727827924042,0.0,Macrozooplankton,0.0,0.0,0.0,0.0,0.0,0.9499998688697815,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,4,963.280029296875,3010.2500915527344,901.5255953046242,71.09037960733986,1053.587532043457,993.3825302124023,0.0,-9.335945615089031,0.0,Mesozooplankton,0.0,0.0,0.0,0.0,0.0,0.9261996746063232,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,3,3466.786865234375,13867.1474609375,3316.8295702025353,149.95721352308465,2773.4294921875003,7626.931103515624,0.0,8.150875510182232e-05,0.0,Microzooplankton,0.0,0.0,0.0,0.0,0.0,0.9567446112632751,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,2,3177.037465572357,3177.037465572357,3071.858385165013,105.17928394245644,0.0,0.0,0.0,-0.00020353511217763298,0.0,Dino/silicoflagellates,0.0,0.0,0.0,0.0,0.0,0.9668939113616943,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SC,0.0,1,8096.018981933594,8096.018981933594,6656.776926455852,1443.7114652189848,0.0,0.0,0.0,-4.469409741242998,0.0,Diatoms,0.0,0.0,0.0,0.0,0.0,0.8216763734817505,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,40,37.420923840246175,37.420923840246175,37.420923840246175,0.0,0.0,0.0,0.0,0.0,0.0,diet_import,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,39,1751.6112896867576,1751.6112896867576,6092.6062621676465,0.0,0.0,0.0,0.0,-4340.9949724808885,0.0,Benthic detritus,0.0,0.0,0.0,0.0,0.0,1.0,-4.547473508864641e-13,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,38,5090.259743360343,5090.259743360343,0.0,0.0,0.0,0.0,0.0,5090.259743360343,0.0,Pelagic detritus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fishery offal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,36,81.93913403799536,81.93913403799536,69.39969303004274,0.0,0.0,0.0,0.0,12.539441007952618,0.0,Anchovy eggs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,35,3.110399962431192e-05,0.0005669999882229604,0.0,3.110399962431192e-05,0.00011339999764459208,0.0004224959909540564,0.0,0.0,0.0,Leatherback turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,34,6.585599911832808e-05,0.0012004999734926969,0.0,6.585599911832808e-05,0.00024009999469853938,0.0008945439796758294,0.0,0.0,0.0,Green sea turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,33,0.006449999756366009,1.289999932050705,0.0,0.006449999756366009,0.257999986410141,1.025549945884198,0.0,0.0,0.0,Cetaceans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,32,0.0062500000931322575,2.309375047683716,0.0,0.0062500000931322575,0.6004375123977661,1.7026875351928175,0.0,0.0,0.0,Pinnipeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,31,0.0015399999572336676,2.3484999872744083,0.0,0.0015399999572336676,0.46969999745488167,1.877259989862293,0.0,0.0,0.0,Seabirds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,30,0.025514999278485773,0.17009998267293014,0.0,0.01111863866537926,0.03401999653458603,0.11056498685985833,0.01439636145,-8.368934885372159e-10,0.0,Chondrichthyans,0.0,0.0,0.01439636145,0.01439636145,0.0,0.564231276512146,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,29,0.5521499845147133,3.680999701738358,0.1136825499124739,0.0986964358664111,0.7361999403476717,2.392649776875973,0.33977100000000005,-1.2641717117567453e-09,0.0,Catfish,0.0,0.0,0.33977100000000005,0.33977100000000005,0.0,0.8212506771087646,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,28,1.8337400345897663,9.168699908781036,0.8408497954747938,0.9928902254872293,1.8337399817562074,5.501219892435063,0.0,1.3627743267186077e-08,0.0,Sea robin,0.0,0.0,0.0,0.0,0.0,0.4585436284542084,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,27,0.26869925133657446,1.7913282722679753,0.12942968340791122,0.07797065965059131,0.3582656544535951,1.1643633664778057,0.06129891195000001,-3.671928067161545e-09,0.0,Medium sciaenids,0.0,0.0,0.06129891195000001,0.06129891195000001,0.0,0.7098218202590942,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,26,0.39045000778436645,2.602999953905737,0.17066297650288542,0.0702195877127324,0.5205999907811475,1.691949955340223,0.1495674495,-5.931251378932245e-09,0.0,Medium demersal fish,0.0,0.0,0.1495674495,0.1495674495,0.0,0.8201572895050049,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,25,0.008625000016763806,0.05750000011175871,9.738206056744977e-05,0.008527617960513354,0.011500000022351742,0.03737500007264316,0.0,-4.3169975379826406e-12,0.0,Conger,0.0,0.0,0.0,0.0,0.0,0.011290673166513332,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,24,0.015199999737739556,0.07599999755620956,0.008158716221669374,0.007041283629043912,0.015199999511241914,0.04559999830722809,0.0,-1.1297373106455844e-10,0.0,Butter fishes,0.0,0.0,0.0,0.0,0.0,0.5367576479911804,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,23,0.061500001698732376,0.4100000015497205,0.0,0.02098836399473636,0.0820000003099441,0.26649999954104403,0.040511636700000006,1.0039960113283897e-09,0.0,Benthic elasmobranchs,0.0,0.0,0.040511636700000006,0.040511636700000006,0.0,0.6587257981300354,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,22,12.028999794483184,80.19332697550453,8.76700080185238,3.2426595415784147,16.038665395100907,52.12566178592044,0.019339230299999996,2.2075238881313908e-07,0.0,Small demersal fish,0.0,0.0,0.019339230299999996,0.019339230299999996,0.0,0.7304298281669617,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,21,0.007599999868869778,0.05066666082541138,0.003507259780751327,3.451325833853003e-05,0.010133332165082276,0.032933328791459326,0.004058227155,-3.2522007916563345e-10,0.0,Flatfish,0.0,0.0,0.004058227155,0.004058227155,0.0,0.9954587817192078,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,20,0.05311999679088597,0.3541332987467456,8.506321866696779e-05,0.006700170035899526,0.07082665974934912,0.2301866422065105,0.04633476287999999,6.563194868358874e-10,0.0,Large hake,0.0,0.0,0.04633476287999999,0.04633476287999999,0.0,0.8738672733306885,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,19,0.5154052629897592,3.4360350865983946,0.023864498322951885,0.44286476478316994,0.6872070173196789,2.2334228062889565,0.048676,-1.1636262786662854e-10,0.0,Medium hake,0.0,0.0,0.048676,0.048676,0.0,0.14074458181858063,-1.1102230246251565e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,18,2.253979769487387,15.026531158256603,0.4600333597701028,0.628031663830784,5.2592859053898104,7.5132654833794055,1.1659147664,-2.0513500065266754e-08,0.0,Small hake,0.0,0.0,1.1659147664,1.1659147664,0.0,0.7213676571846008,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,17,0.7331249862909317,7.331249862909317,0.05764950897335979,0.3416564469598926,1.4662499725818634,5.131874904036522,0.3338190135,1.6857679314974394e-08,0.0,Other large pelagic fish,0.0,0.0,0.3338190135,0.3338190135,0.0,0.533972442150116,-1.1102230246251565e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,16,6.536500231981279,76.90000057220459,0.27133635760321995,5.522509613684951,19.225000143051147,51.138500197172164,0.7426541746,8.609310764295941e-08,0.0,Chub mackerel,0.0,0.0,0.7426541746,0.7426541746,0.0,0.15512745082378387,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,15,8.758800091695775,72.98999786376953,0.3163241195481497,6.695953029518151,25.546499252319336,38.68469851975442,1.7465229457,-3.070525222970133e-09,0.0,Horse mackerel,0.0,0.0,1.7465229457,1.7465229457,0.0,0.23551708459854126,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,14,10.99500560760498,109.9500560760498,8.205711542369297,1.0995008229018595,38.48251962661743,60.47253084182739,1.689793515,-2.7266617586008124e-07,0.0,Other small pelagic fish,0.0,0.0,1.689793515,1.689793515,0.0,0.8999999761581421,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,13,7.767169474376374,18.063184022903442,7.343339587524782,0.38835856631069415,3.6126368045806885,6.68337774394638,0.0354708445375,4.760033975870215e-07,0.0,Other cephalopods,0.0,0.0,0.0354708445375,0.0354708445375,0.0,0.949999988079071,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,12,3.4169850285792336,9.762814889846538,2.6280510021410897,0.6834706928629479,1.9525629779693077,4.393266883297997,0.10546329965,3.392519598577337e-08,0.0,Jumbo squid,0.0,0.0,0.10546329965,0.10546329965,0.0,0.7999784350395203,4.440892098500626e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,11,20.479899629867077,204.79899978637695,5.404542088589902,15.075357025243939,71.67964992523193,112.63945023127795,0.0,5.160332365861109e-07,0.0,Mesopelagic fish,0.0,0.0,0.0,0.0,0.0,0.2638949751853943,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,10,116.63300323486328,874.7475242614746,71.86812612976658,21.594902660465323,306.1616334915161,451.9528875350952,23.1699877955,-1.335086861331547e-05,0.0,Anchovy,0.0,0.0,23.1699877955,23.1699877955,0.0,0.8148474097251892,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,9,15.033199626493456,128.85599899291992,8.75628662035292,0.45094358787714506,45.09959964752197,68.7231997189045,5.82596898325,4.3501339064278e-07,0.0,Sardine,0.0,0.0,5.82596898325,5.82596898325,0.0,0.9700034856796265,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,8,27.800400884962073,231.67002026271803,21.970513598028724,5.829884589930347,46.334004052543605,157.53561532521235,0.0,2.6970030013728774e-06,0.0,Macrobenthos,0.0,0.0,0.0,0.0,0.0,0.7902949452400208,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,7,126.96428775787354,474.00000762939453,0.00776742750683951,126.95652033048357,165.90000267028807,181.13571720123292,0.0,-1.1687490038270187e-10,0.0,Chrysaora plocamia,0.0,0.0,0.0,0.0,0.0,6.117804878158495e-05,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,6,0.005295906167874342,0.026479529758342224,22.349293378715736,0.0002647953715258383,0.009267835415419777,0.011915788175048105,0.0,-22.344262267919387,0.0,Gelatinous zooplankton,0.0,0.0,0.0,0.0,0.0,0.949999988079071,8.881784197001252e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,5,714.2693893731921,1742.1203678705497,645.468547962991,35.71356313096071,348.42407357410997,679.4269049232475,0.0,33.08727827924042,0.0,Macrozooplankton,0.0,0.0,0.0,0.0,0.0,0.9499998688697815,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,4,963.280029296875,3010.2500915527344,901.5255953046242,71.09037960733986,1053.587532043457,993.3825302124023,0.0,-9.335945615089031,0.0,Mesozooplankton,0.0,0.0,0.0,0.0,0.0,0.9261996746063232,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,3,3466.786865234375,13867.1474609375,3316.8295702025353,149.95721352308465,2773.4294921875003,7626.931103515624,0.0,8.150875510182232e-05,0.0,Microzooplankton,0.0,0.0,0.0,0.0,0.0,0.9567446112632751,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,2,3177.037465572357,3177.037465572357,3071.858385165013,105.17928394245644,0.0,0.0,0.0,-0.00020353511217763298,0.0,Dino/silicoflagellates,0.0,0.0,0.0,0.0,0.0,0.9668939113616943,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SM,0.0,1,8096.018981933594,8096.018981933594,6656.776926455852,1443.7114652189848,0.0,0.0,0.0,-4.469409741242998,0.0,Diatoms,0.0,0.0,0.0,0.0,0.0,0.8216763734817505,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,40,37.420923840246175,37.420923840246175,37.420923840246175,0.0,0.0,0.0,0.0,0.0,0.0,diet_import,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,39,1751.6112896867576,1751.6112896867576,6092.6062621676465,0.0,0.0,0.0,0.0,-4340.9949724808885,0.0,Benthic detritus,0.0,0.0,0.0,0.0,0.0,1.0,-4.547473508864641e-13,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,38,5090.259743360343,5090.259743360343,0.0,0.0,0.0,0.0,0.0,5090.259743360343,0.0,Pelagic detritus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fishery offal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,36,81.93913403799536,81.93913403799536,69.39969303004274,0.0,0.0,0.0,0.0,12.539441007952618,0.0,Anchovy eggs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,35,3.110399962431192e-05,0.0005669999882229604,0.0,3.110399962431192e-05,0.00011339999764459208,0.0004224959909540564,0.0,0.0,0.0,Leatherback turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,34,6.585599911832808e-05,0.0012004999734926969,0.0,6.585599911832808e-05,0.00024009999469853938,0.0008945439796758294,0.0,0.0,0.0,Green sea turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,33,0.006449999756366009,1.289999932050705,0.0,0.006449999756366009,0.257999986410141,1.025549945884198,0.0,0.0,0.0,Cetaceans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,32,0.0062500000931322575,2.309375047683716,0.0,0.0062500000931322575,0.6004375123977661,1.7026875351928175,0.0,0.0,0.0,Pinnipeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,31,0.0015399999572336676,2.3484999872744083,0.0,0.0015399999572336676,0.46969999745488167,1.877259989862293,0.0,0.0,0.0,Seabirds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,30,0.025514999278485773,0.17009998267293014,0.0,0.01111863866537926,0.03401999653458603,0.11056498685985833,0.01439636145,-8.368934885372159e-10,0.0,Chondrichthyans,0.0,0.0,0.01439636145,0.01439636145,0.0,0.564231276512146,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,29,0.5521499845147133,3.680999701738358,0.1136825499124739,0.0986964358664111,0.7361999403476717,2.392649776875973,0.33977100000000005,-1.2641717117567453e-09,0.0,Catfish,0.0,0.0,0.33977100000000005,0.33977100000000005,0.0,0.8212506771087646,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,28,1.8337400345897663,9.168699908781036,0.8408497954747938,0.9928902254872293,1.8337399817562074,5.501219892435063,0.0,1.3627743267186077e-08,0.0,Sea robin,0.0,0.0,0.0,0.0,0.0,0.4585436284542084,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,27,0.26869925133657446,1.7913282722679753,0.12942968340791122,0.07797065965059131,0.3582656544535951,1.1643633664778057,0.06129891195000001,-3.671928067161545e-09,0.0,Medium sciaenids,0.0,0.0,0.06129891195000001,0.06129891195000001,0.0,0.7098218202590942,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,26,0.39045000778436645,2.602999953905737,0.17066297650288542,0.0702195877127324,0.5205999907811475,1.691949955340223,0.1495674495,-5.931251378932245e-09,0.0,Medium demersal fish,0.0,0.0,0.1495674495,0.1495674495,0.0,0.8201572895050049,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,25,0.008625000016763806,0.05750000011175871,9.738206056744977e-05,0.008527617960513354,0.011500000022351742,0.03737500007264316,0.0,-4.3169975379826406e-12,0.0,Conger,0.0,0.0,0.0,0.0,0.0,0.011290673166513332,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,24,0.015199999737739556,0.07599999755620956,0.008158716221669374,0.007041283629043912,0.015199999511241914,0.04559999830722809,0.0,-1.1297373106455844e-10,0.0,Butter fishes,0.0,0.0,0.0,0.0,0.0,0.5367576479911804,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,23,0.061500001698732376,0.4100000015497205,0.0,0.02098836399473636,0.0820000003099441,0.26649999954104403,0.040511636700000006,1.0039960113283897e-09,0.0,Benthic elasmobranchs,0.0,0.0,0.040511636700000006,0.040511636700000006,0.0,0.6587257981300354,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,22,12.028999794483184,80.19332697550453,8.76700080185238,3.2426595415784147,16.038665395100907,52.12566178592044,0.019339230299999996,2.2075238881313908e-07,0.0,Small demersal fish,0.0,0.0,0.019339230299999996,0.019339230299999996,0.0,0.7304298281669617,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,21,0.007599999868869778,0.05066666082541138,0.003507259780751327,3.451325833853003e-05,0.010133332165082276,0.032933328791459326,0.004058227155,-3.2522007916563345e-10,0.0,Flatfish,0.0,0.0,0.004058227155,0.004058227155,0.0,0.9954587817192078,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,20,0.05311999679088597,0.3541332987467456,8.506321866696779e-05,0.006700170035899526,0.07082665974934912,0.2301866422065105,0.04633476287999999,6.563194868358874e-10,0.0,Large hake,0.0,0.0,0.04633476287999999,0.04633476287999999,0.0,0.8738672733306885,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,19,0.5154052629897592,3.4360350865983946,0.023864498322951885,0.44286476478316994,0.6872070173196789,2.2334228062889565,0.048676,-1.1636262786662854e-10,0.0,Medium hake,0.0,0.0,0.048676,0.048676,0.0,0.14074458181858063,-1.1102230246251565e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,18,2.253979769487387,15.026531158256603,0.4600333597701028,0.628031663830784,5.2592859053898104,7.5132654833794055,1.1659147664,-2.0513500065266754e-08,0.0,Small hake,0.0,0.0,1.1659147664,1.1659147664,0.0,0.7213676571846008,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,17,0.7331249862909317,7.331249862909317,0.05764950897335979,0.3416564469598926,1.4662499725818634,5.131874904036522,0.3338190135,1.6857679314974394e-08,0.0,Other large pelagic fish,0.0,0.0,0.3338190135,0.3338190135,0.0,0.533972442150116,-1.1102230246251565e-16,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,16,6.536500231981279,76.90000057220459,0.27133635760321995,5.522509613684951,19.225000143051147,51.138500197172164,0.7426541746,8.609310764295941e-08,0.0,Chub mackerel,0.0,0.0,0.7426541746,0.7426541746,0.0,0.15512745082378387,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,15,8.758800091695775,72.98999786376953,0.3163241195481497,6.695953029518151,25.546499252319336,38.68469851975442,1.7465229457,-3.070525222970133e-09,0.0,Horse mackerel,0.0,0.0,1.7465229457,1.7465229457,0.0,0.23551708459854126,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,14,10.99500560760498,109.9500560760498,8.205711542369297,1.0995008229018595,38.48251962661743,60.47253084182739,1.689793515,-2.7266617586008124e-07,0.0,Other small pelagic fish,0.0,0.0,1.689793515,1.689793515,0.0,0.8999999761581421,0.0,0.0,0.0,
13_2_Northern_Humboldt_Current_(1995-1998),SE,0.0,13,7.767169474376374,18.063184022903442,7.343339587524782,0.38835856631069415,3.6126368045806885,6.68337774394638,0.0354708445375,4.760033975870215e-07,0.0,Other cephalopods,0.0,0.0,0.0354708445375,0.0354708445375,0.0,0.949999988079071,0.0,0.0,0.0,
